15604,RZ-249965-16,"This paper presents the excavation data from the 2017 field season at Roman Salapia and Medieval Salpi, towns which occupied a similar location along the Salpi Lagoon, a salty lake on the Adriatic Coast of northern Apulia. Heretofore, details of the progression from the Roman to medieval settlement have remained elusive. To clarify this history, we opened two trenches, one atop the topographical feature of the Monte di Salpi, long-believed to encase the remains of the medieval castrum, and one immediately below, along the plain, where evidence of the Roman and Late Antique town is most apparent. From the settlement adjacent to the lagoon, we determined these patterns: already in the mid-5th c. CE, the remains of what was a Roman utilitarian structure were re-inhabited by a series of huts within the preserved walls. A village occupation continued into the 7th c. CE, with a new occupation in the 8thc. CE. Abandonment occurred in the 9th c. CE, a break in settlement that persisted for perhaps two centuries until the foundation of Salpi in the early 11th c. (date from episcopal records). The excavation on the Monte has revealed structures of the 13th and 14th c. Through the stratigraphic section of a late 15th c. well, extending to the bottom of the Monte to about 5 m, we have convincing proof that the medieval castrum was constructed atop the remains of the Roman town. Additionally, these buildings, close to the western gate into the city, might offer details of urbanism near the Porta dei Calabri, before their destruction by an earthquake in 1456.",,"Roberto Goffredo, Sara Loprieno, Darian Marie Totten",Journal,"Fold&amp;R: The Journal of FastiOnline, number 426",http://www.fastionline.org/docs/FOLDER-it-2018-426.pdf,,,,,"Salapia Romana. Salpi Medievale  (Ceringnola, FG): Notizie Dagli Scavi 2017",2018
15605,RZ-249965-16,"This paper presents an analysis of the first ceramic assemblage of painted and common wares from the archaeological site of Salapia. This collection of samples from the fourth to eighth centuries AD has been analysed by means of optical microscopy, scanning electron microscopy and bulk geochemistry to verify whether this port town, strategically sited along the Adriatic coast, hosted a production of ceramics and, if so, to differentiate locally produced from imported specimens. Four groups of ceramics, selectively made of either sub-Apennine clays or alluvial sediments, were distinguished. The first, composed of flat-bottom amphoras, was identified as likely imported. In the remaining three groups, all consisting of tablewares, the samples were locally made, using clays which were different from each other but equally sourced from alluvial sediments. They also represent what functional ceramic production was carried out either in or quite close to the archaeological site.",,"Gliozzo, Elisabetta, Goffredo, Roberto, Totten, Darian Marie",Journal,"Archaeological and Anthropological Sciences, online Sept 2018, in print, une 2019, Volume 11, Issue 6, pp 2659–2681",https://doi.org/10.1007/s12520-018-0708-5,,Springer Berlin,,,"Painted and Common Wares From Salapia (Cerignola, Italy): Archaeometric data from 4th-8th c. AD samples from  the Apulian coast",2018
15623,RA-50126-14,"Recent efforts to prevent cow-slaughter in India have prompted U.S. concern about violations of religious freedom. But although the politics of cow protection poses a significant threat to disadvantaged groups in India, efforts to ameliorate that threat through an international policy of religious freedom also carry serious risks. This paper reviews reports issued by the U.S. Department of State's Office of International Religious Freedom and by the U.S. Commission on International Religious Freedom. It argues that by unnecessarily portraying the politics of cow protection in terms of a stark conflict between Hindus and Muslims, they threaten to undermine the goal of reducing anti-minority discrimination and violence in India",,Catherine Adcock,Journal,Asian Affairs,https://www.tandfonline.com/doi/full/10.1080/03068374.2018.1470750,journal web site,Taylor &amp; Francis,,,Cow Protection and Minority Rights in India: Reassessing Religious Freedom,2018
15649,PW-258977-18,"Project Manager Katie Adkison published ""The Memory of Ballads,"" a review of The Ballad and Its Pasts and Singing the News, in Huntington Library Quarterly, forthcoming 2019.",Subrscription,Katie Adkison,Journal,Huntington Library Quarterly,,,Huntington Library Quarterly,,,"""The Memory of Ballads""",2019
15658,RA-50134-14,"Looking anew at marriage in Batavia suggests that debates over marriage offer an ideal entry point into investigations of the legal pluralities that characterised Batavian society. As the discussions in 1635 and 1636 between the Company's directors and the Dutch Reformed Church surrounding the rumoured marriage ban for Company employees suggest, the law was more contentious than has previously been recognised. It was not simply that people did not obey the law and that the jurisdictional categories that authorities aimed to create were more aspirational than real, though that is true. It was also that there were disagreements within the East India Company's ranks – the directors in the Dutch Republic, Batavia's Company-appointed high government and ministers from the Reformed Church – and between the East India Company and other non-Dutch groups that claimed to have their own jurisdictions in the city, over whether to prioritise the project of separating people or whether to maximise the opportunities for legal marriage.",,Deborah Hamer,Journal,Gender &amp; History,,,,,,"Marriage and the Construction of Colonial Order: Jurisdiction, Gender, and Class in Seventeenth Century Dutch Batavia",2017
15728,PJ-50116-13,"Newly Digitized Newspapers Provide a Window into Connecticut's Gilded Age, the Roaring Twenties, and More.",Subscription,Christine M. Gauvreau,Journal,"Connecticut History Review, Spring 2019",http://asch-cthistory.org/journal/,Connecticut History Review,Connecticut History Review,,,"""Connecticut State Library Spotlight: Newly Digitized Newspapers Provide a Window into Connecticut’s Gilded Age, the Roaring Twenties, and More""",2019
1053,FA-51420-05,"This article examines the new uses of the medieval genre of the prayer text (jiwen ??) in mourning close friends. In particular, it demonstrates the new rhetorical and emotional range of early ninth-century prayer texts written by and for literati companions. In Liu Zongyuan's 811 prayer text for his fellow exile Lu Wen's youthful death, Liu uses the prayer text as a vehicle for political anger and resentment of their collective fates in the wake of the Shunzong debacle. In Liu Yuxi's 819 prayer text for Liu Zongyuan, the prayer text becomes a performance of friendship for the literati community and a powerfully emotional communication to the spirit of Liu Zongyuan himself. Finally, in Bai Juyi's lengthy 831 prayer text for his longtime friend Yuan Zhen, the prayer text becomes a literary and personal biography of friendship, and it commemorates the ninth century's most famous set of poetic companions. In conclusion, the article argues that the transformation of the prayer text in the hands of these mid-Tang writers demonstrates the reach of their personal and literary ambitions towards the craft of  wenzhang  ??, which extended even to the most conservative of literary genres, medieval funerary texts.",,Anna M. Shields,Journal,T'ang Studies,,,T'ang Studies Society,,,Words for the Dead and the Living: Innovations in the Mid-Tang Prayer Text (jiwen ??),2009
1054,FA-51420-05,"This article examines the epistemological implications of friendship as they are explored in three letters by the mid-Tang literatus Han Yu (768-824). In these letters written to close members of his circle (Li Ao and Meng Jiao) and to a colleague who was also a patron (Cui Qun), Han Yu extends the concept of social knowing, ""knowing people,""  zhiren , to that of knowing and understanding the Dao. Drawing on both personal experience and canonical arguments, Han creates three very different texts that nevertheless share the same fundamental argument: the ability to know,  zhi , was a flexible and powerful force for shaping the human realm. Particularly in his letter to Cui Qun, Han Yu's explicit claim to social knowledge, or wide experience of friendship, becomes an important foundation for his even stronger claim to knowledge of the Way and its implementation in the world. These claims were both innovative and radical for their moment, but they were also a coherent element of Han Yu's defense of individual literary creativity and autonomy.",,Anna Shields,Journal,T'ang Studies,,,T'ang Studies Society,,,"The Limits of Knowledge: Three Han Yu Letters to Friends, 799-802",2007
1058,FB-50300-04,"Scholars describe the one-drop rule - the idea that any African ancestry makes a person black - as the American regime of race. While accounts of when the rule emerged vary widely, ranging from the 1660s to the 1920s, most legal scholars have assumed that once established, the rule created a bright line that people were bound to follow. This Article reconstructs the one-drop rule's meaning and purpose from 1600 to 1860, setting it within the context of racial migration, the continual process by which people of African descent assimilated into white communities.&#x0D; &#x0D; While ideologies of blood-borne racial difference predate Jamestown, the rhetoric of purity was always undermined by the realities of mixture. Cases such as Hudgins v. Wright and State v. Cantey simultaneously strengthened and undermined the color line, expressing confidence in the permanence of racial difference while allowing people of color to become white. Instead of simply widening the racial divide, restrictions on the liberty and livelihoods of African Americans pushed many into whiteness. As more people became vulnerable to reclassification, courts acted to preserve social stability in Southern communities, shielding them from the insecurity that an insistence on racial purity would engender.&#x0D; &#x0D; The one-drop rule's transformation from ideological current to legal bright line and presumed social reality is a story not of slavery, but of freedom. In the 1840s and 1850s, the prospect of emancipation hastened the rule's spread as whites attempted to preserve property relations in slavery's absence. In Northern border states such as Ohio, the rule emerged by 1860 as a legal argument and a social attitude. The rule's ostensible opponents - abolitionists - propagated it, deploying it as a rhetorical weapon to symbolize slavery's cruelty and to argue that Northern whites could be enslaved. But the rule's ascent did not make it any more enforceable than it had ever been.",,Daniel J. Sharfstein,Journal,Minnesota Law Review,http://papers.ssrn.com/sol3/papers.cfm?abstract id=1124999,,,,,"Crossing the Color Line: Racial Migration and the One-Drop Rule, 1600-1860",2007
1059,FA-37625-03,"Giovanni Bastianini is best known for works that have been considered forgeries, skillful evocations as they are of Renaissance busts and reliefs.  Yet the earliest notices regarding the sculptor are completely lacking in any allegation or even hint of fraud on the sculptor's part.  Several decades later the word ""forgery"" is first attached to his name.   This paper will examine the early sources and documentary information regarding a series of sculptures known to be by Bastianini, and to evaluate the more recent and almost uniformly accusatory scholarly allegations.  It will become evident that the latter are based on spurious assertions, speculation, and misinterpretations of the sources.  For, once it was suggested that he was a forger, the notion gathered momentum and, as in a game of ""telephone,"" all sight was lost of the earliest evidence.",,Anita Moskowitz,Journal,artibus et historiae,,,,,,"“The Case of Giovanni Bastianini-II: A Hung Jury?,”artibus et historiae, Fall 2006",2006
1060,FA-37625-03,"Giovanni Bastianini is best known for works that have been considered forgeries, skillful evocations as they are of Renaissance busts and reliefs.  Yet the earliest notices regarding the sculptor are completely lacking in any allegation or even hint of fraud on the sculptor's part.  Several decades later the word ""forgery"" is first attached to his name.   This paper will examine the early sources and documentary information regarding a series of sculptures known to be by Bastianini, and to evaluate the more recent and almost uniformly accusatory scholarly allegations.  It will become evident that the latter are based on spurious assertions, speculation, and misinterpretations of the sources.  For, once it was suggested that he was a forger, the notion gathered momentum and, as in a game of ""telephone,"" all sight was lost of the earliest evidence.",,Anita Moskowitz,Journal,artibus et historiae,,,,,,“The Case of Giovanni Bastianini-A Fair and Balanced View,2004
1061,FA-37625-03,"The view that Giovanni Bastianini (1830-68) participated in the deceptions regarding his work sold as Renaissance was questioned in my recent article in this journal.  Based in part on the discovery of a damaging letter regarding Bastianini from Alessandro Foresi to the French dealer Davillier, Jeremy Warren has contended that the sculptor did, indeed, act with knowing fraudulent intent.  In addition to questioning the validity of Warren's conclusions, this paper argues that Bastianini's generally uncontested reputation as a forger has created a barrier to assessing those sculptures that  move beyond the historicizing, while also impeding the search for the names and styles of other masters working in stile.  Scholars and curators who assume the important role of connoisseurs of Renaissance sculpture would do well to cast a less jaundiced eye on their collection of ""forgeries"" and related sculptures.",,Anita Moskowitz,Journal,artibus et historiae,,,,,,"“The Case of Giovanni Bastianini-II: A Hung Jury?,”artibus et historiae, Fall 2006",2006
1068,FT-52796-04,"As in the rural West, water in the urban West during the late-nineteenth and twentieth centuries was more than an instrument for building cities.  It was also an integral tool for producing and maintaining social and environmental order.  In Seattle, early Euro-American colonists, who arrived in the 1850s, tried without success to improve drainage or create solid land from the muddy, marshy Duwamish.  Their efforts often worsened the very physical conditions they sought to ameliorate.  By the beginning of the twentieth century, a new generation of Seattle residents, led by city and federal engineers, positioned themselves to ""finish"" nature by rescuing it both from its physical shortcomings and from those who had previously damaged it.4  With dikes, pipelines, sluices and hoses, engineers remade the river, but in so doing they also set forth a new social and ecological regime for the Duwamish.",,"Klingle, Matthew",Journal,Journal of the West,http://journalofthewest.abc-clio.com/,,ABC-Clio,,,"“Fluid Dynamics: Water, Power, and the Reengineering of Seattle’s Duwamish River”",2005
1069,FT-52796-04,"Environmental historians have tended, until recently, to overlook how inequality is generated and reinforced in the metropolitan landscape.  One way to historicize urban environmental justice is to analyze the transformation of property through space and time.  This essay explores how engineers and reformers in early twentieth-century Seattle launched several earthmoving projects, called regrades, to renovate the downtown core.  The regrades removed millions of tons of earth, flattened hills, and erased tidelands, but they also unleashed landslides and ripped apart neighborhoods populated by poor and minority residents.  Environmental volatility and social inequality thus reinforced one another to shape Seattle's political and physical geography.  By telling spatial stories about property, urban environmental historians can better map social power against shifting landscapes.",online,"Klingle, Matthew",Journal,Journal of Urban History,http://juh.sagepub.com/,,Sage Publications,,,"“Changing Spaces: Nature, Property, and Power in Seattle, 1890-1945” ",2006
1076,FT-54883-07,"From the beginning of the French conquest, Algeria was never seriously envisioned as anything other than a settler colony. France's colonial history and Frenchmen's reluctance to emigrate, as well as the violence of the military conquest, the difficulty of expropriating Algerian property, and the ""inaptitude"" of the first colonists, however, hindered the realization of this vision of a ""new France"" across the Mediterranean. The settlement policy developed under the July Monarchy sought to overcome these obstacles primarily by promoting the emigration of ""bons sujets"" who met particular moral, professional and physical criteria. By tracing the elaboration of this assisted emigration policy, I explore the definition of the ""good colonist"", the mechanisms put in place to recruit emigrants in provincial France, the conflicts that arose between Paris, Algiers, and departmental and local authorities over Algerian emigration, and the identity of some twenty thousand individuals who were accorded free passages to Algeria in the first two decades of French colonization.",,Jennifer Sessions,Journal,Revue d'histoire du XIXe siècle,http://rh19.revues.org/index4045.html,,ociété d'histoire de la révolution de 1848 et des révolutions du XIXe siècle,http://www.cairn.info/resume.php?ID ARTICLE=DNS 041 0063,,"Le paradoxe des émigrants indésirables pendant la monarchie de Juillet, ou les origines de l’émigration assistée vers l’Algérie",2010
1082,GP-50173-05,"The notion of the ""contested past"" has grown to be an important topic in anthropological research in recent decades, linking such themes as nationalism, identity, museology, tourism, and war. In North America, these discussions have largely centered on archaeology's shifting relationship with native peoples. As scholars give new attention to how research methodologies and representation of cultural histories affect indigenous peoples, it is critical to understand the unique ways in which Native Americans view their past. Contemporary Zuni and Hopi interpretations of ancestral landscapes in the San Pedro Valley of Arizona are used to explore how indigenous worldviews imbue ancient places with deep cultural and individual meanings. This research, based on a three-year collaborative ethnohistory project, argues for resolution to the ""contested past"" by incorporating a perspective of multivocality, which will enable the creation of alternative histories that do not eschew scientific principles while respecting native values of history.",,"Ferguson, T. J., Colwell-Chanthaphonh, Chip",Journal,American Anthropologist,http://onlinelibrary.wiley.com/doi/10.1525/aa.2006.108.1.148/abstract,,American Anthropological Association,,,Memory Pieces and Footprints: Multivocality and the Meanings of Ancient Times and Ancestral Places among the Zuni and Hopi,2006
1084,GP-50173-05,"For nearly a century archaeologists have endeavored to illuminate 12,000 years of Native American history in the San Pedro Valley of southeastern Arizona. Although this scholarship has established an essential foundation, it is limited by the construction of history through the singular interpretive framework of western scientific practice. The Tohono O'odham, Hopi, Zuni and Western Apache peoples all maintain oral traditions that provide alternative voices about the lives of their ancestors. This article examines the ethical environment of a collaborative ethnohistory project, which sought to document Native American histories and adjoin humanistic understandings of the past with scientific findings. We argue that a Virtue Ethics approach to the social context of this research offers sound moral guidance to a flourishing ethic of collaboration. Using this work as a case study, we aim to extend the available research models for future anthropological inquiry and broaden the ethical framework of historical research.",,"Ferguson, T. J., Colwell-Chanthaphonh, Chip",Journal,Journal of Social Archaeology,http://jsa.sagepub.com/content/4/1/5.abstract,,Sage,,,Virtue Ethics and the Practice of History: Native Americans and Archaeologists along the San Pedro Valley of Arizona,2004
1098,FA-50013-04,"This article reflects on the author's experience with historical GIS during the research of his 2008 manuscript Mapping Decline: St. Louis and the Fate of the American City. It assesses, in turn, the utility of maps and their role in historical research and writing; the investigatory and explanatory potential of historical GIS; and some of the limits and pitfalls of historical mapping.",,Colin Gordon,Journal,International Journal of Humanities and Arts Computing 5.1 (2011): 1–22,,,,,,Lost in Space: Confessions of an Accidental Geographer,2011
2767,RA-50011-04,Investigates a rare case of judicial impeachment in colonial Massachusetts.,,Nian-Sheng Huang,Journal,Massachusetts Historical Review,,,Massachusetts historical Society,,,"""The Impeachment of Justice Hall""",2010
2769,RA-50011-04,Argues that instead of crediting the suffrage movement to a small number of visible leaders it was the work of many leaders located throughout the United States.,,Lisa Tetrault,Journal,Journal of American History,,,Organization of American Historians,,,"""The Incorporation of American Feminism: Feminists, Suffragists, and the Postbellum Lyceum""",2010
2772,RA-50049-07,Study of the commercial influence of colonial Boston's very small Jewish community.,,Michael Hoberman,Journal,Early American Studies,,,McNeil Center for Early American Studies and University of Pennsylvania Press,,,"""'Under Their Captivity &amp; Dispersion': The Story of Boston's First Jewish Business Venture""",2012
1109,FB-53049-07,"While Oxford, Bodleian Library MS Tanner 10 has been studied extensively as the oldest substantial manuscript of the Old English translation of Bede's Historia ecclesiastica gentis anglorum (hereafter, OEHE) and because of its striking zoomorphic initials, the fact that it contains fourteenth-century Latin glosses, chapter numerations, running titles and marginal annotations has been almost entirely ignored. This essay contextualizes the glosses, annotations, and running titles in Tanner 10 in relation to Bede's Latin, and in comparison to the glosses by the Tremulous Hand in Cambridge University Library K.k.3.18, then publishes the glosses, annotations, and running titles for the first time. My examination of these glosses and annotations in the context of the differences between the OEHE and the Latin original suggests that Tanner 10 was being read and used in the fourteenth century as a vernacular resource about the lives of kings, saints and abbesses important to the growth and development of the Anglo-Saxon church.  ",,Sharon M Rowley,Journal,"Manuscripta 53.1 ",http://slulink.slu.edu/special/vfl/manuscripta.html,,Brepols,,,"The Fourteenth-Century Latin Glosses and Annotations in Oxford, Bodleian Library MS Tanner 10",2009
1124,FT-53230-05,"This article examines a surge of Islamic activism in French-occupied Algeria in the wake of World War I by focusing closely on the political career of a leading Islamic activist, Khaled Abd Al Qadir. Scholars have debated Khaled's credentials as an early ‘Algerian' nationalist but have taken for granted his Islamic identity as a natural by-product of a suppressed native culture and an Islamic revival in the wider Middle East. While these background conditions were important, they do not explain some of the specific patterns associated with Khaled's Islamic activism. Using insights from social movement theory, this article focuses especially on the role of French government-sponsored reforms in 1919 in fostering the surge of Islamic activism in Algeria. The article concludes by challenging ideas about the origins of Islamic activism in Algeria and by highlighting the connection between democratisation and the rise of religious politics in contemporary Algeria and other regimes around the world.&#x0D; &#x0D; ",,Lizabeth Zack,Journal,Journal of North African Studies,http://www.tandfonline.com/doi/full/10.1080/13629380600704894,"The above url is a link to the journal article, from the Journal of North African Studies, the top journal for scholars of North Africa. John Entelis, the editor of JNAS, is one of the world’s foremost scholars of Algerian politics.",Taylor &amp; Francis,,,Early Origins of Islamic Activism in Algeria: The Case of Khaled in Post-World War I Algiers,2006
1134,FA-37223-02,"This work posits how medical history might be conceptualized if nurses and nursing history was used as the analytical lens. Nursing is seen not as a separate part or subsection of medical history, but rather one that is deeply embedded in the relationships and social order of clinical practice. Nursing is an analytical category in and of itself. By approaching nursing as such a category, we enlarge ""new notions of historical significance"" to encompass personal, political, public, and private activities that constitute medical experiences.",,"P. D'Antonio, J. Fairman",Journal,J Hist Med Allied Sci,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2734098/?tool=pubmed,,Oxford,,,Reimagining nursing's place in the history of clinical practice,2008
1136,FA-37223-02,The article examines the complexity of the relationships between physicians and nurses.,,J. Fairman,Journal,,,,Bulletin of the History of Medicine,,,"Not All Nurses are Good, Not All Doctors are Bad",2004
1138,FA-37223-02,"Fairman, J. A., Rowe, J., Hassmiller, S. &amp; Shalala, D. (2011) "".""  To bridge the gap between demand for primary care and available primary care practitioners and establish new approaches to care delivery, health care providers should be able to practice to the fullest extent of their knowledge and competence. This means establishing a broadened scope of practice for nurse practitioners.",,"D. Shalala, J. Fairman, J. Rowe, S. Hassmiller",Journal,New England Journal of Medicine,http://www.nejm.org/search?q=fairman,,,,,Broadening the Scope of Nursing Practice,2011
1146,FT-52676-04,"In the last decade, scholars of the Renaissance have turned their attention towards the materials used by artists to create their beautiful and much-studied work, as well as the trade networks that valued and circulated these materials.   This article draws on material from the archives of the well-known late fourteenth- and early fifteenth-century merchant Francesco di Marco Datini from Prato, using in particular the little-studied ‘valute' or  valuation documents made by Datini agents or hired appraisers in numerous cities around western Europe and the Mediterranean.  It uses these documents to explore a number of issues in relation to Datini's involvement with trade of materials for artists including:  how would Tuscan merchants such as Datini have viewed these goods?  To which cities would he have turned for their supply?  What might they tell us about overall networks during the period?  An understanding of the way in which colouring materials came into Italy, were processed, and arrived on the artists' palette lays the vital groundwork for our understanding of both painters' attitudes to their materials as well as the reactions of their viewers and audiences.",,Julia A. DeLancey,Other,"Trade in Artists' Materials:  Markets and Commerce in Europe to 1700, eds. Jo Kirby, Susie Nash, and Joanna Cannon",,,Archetype Publications (London),,,"Shipping Colour:  Valute, Pigments, Trade and Francesco di Marco Datini",2010
1157,PR-50013-08,"With the rise of large open digitization projects such as the Internet Archive and Google Books,  &#x0D;  we are witnessing an explosive growth in the number of source texts becoming available to researchers   &#x0D;  in historical languages. The Internet Archive alone contains over 27,014 texts catalogued as Latin,   &#x0D;  including classical prose and poetry written under the Roman Empire, ecclesiastical treatises from   &#x0D;  the Middle Ages, and dissertations from 19th-century Germany written - in Latin - on the philosophy of Hegel.   &#x0D;  At one billion words, this collection eclipses the extant corpus of Classical Latin by several orders   &#x0D;  of magnitude. In addition, the much larger collection of books in English, German, French, and other   &#x0D;  languages already scanned contains unknown numbers of translations for many Latin books, or parts of   &#x0D;  books. The sheer scale of this collection offers a broad vista of new research questions,   &#x0D;  and we focus here on both the opportunities and challenges of computing over such a   &#x0D;  large space of heterogeneous texts. The works in this massive collection do not constitute a&#x0D;  nearly curated (or much less balanced) corpus of Latin; it is, instead, simply all the Latin that   &#x0D;  can be extracted, and in its reach of twenty-one centuries (from ca. 200 BCE to 1922 CE) arguably   &#x0D;  spans the greatest historical distance of any major textual collection today. While we might   &#x0D;  hope that the size and historical reach of this collection can eventually offer insight into   &#x0D;  grand questions such as the evolution of a language over both time and space, we must contend   &#x0D;  as well with the noise inherent in a corpus that has been assembled with minimal human intervention.",,"David Bamman, David Smith",Journal,Journal of Computing and Cultural Heritage,http://nlp.perseus.tufts.edu/docs/etc/jocch.pdf,This paper is currently under review and should be published in 2012.,,,,Extracting Two Thousand Years of Latin from a Million Book Library,2012
1159,HJ-50013-10,"With the rise of large open digitization projects such as the Internet Archive and Google Books,  &#x0D;  we are witnessing an explosive growth in the number of source texts becoming available to researchers   &#x0D;  in historical languages. The Internet Archive alone contains over 27,014 texts catalogued as Latin,   &#x0D;  including classical prose and poetry written under the Roman Empire, ecclesiastical treatises from   &#x0D;  the Middle Ages, and dissertations from 19th-century Germany written - in Latin - on the philosophy of Hegel.   &#x0D;  At one billion words, this collection eclipses the extant corpus of Classical Latin by several orders   &#x0D;  of magnitude. In addition, the much larger collection of books in English, German, French, and other   &#x0D;  languages already scanned contains unknown numbers of translations for many Latin books, or parts of   &#x0D;  books. The sheer scale of this collection offers a broad vista of new research questions,   &#x0D;  and we focus here on both the opportunities and challenges of computing over such a   &#x0D;  large space of heterogeneous texts. The works in this massive collection do not constitute a&#x0D;  nearly curated (or much less balanced) corpus of Latin; it is, instead, simply all the Latin that   &#x0D;  can be extracted, and in its reach of twenty-one centuries (from ca. 200 BCE to 1922 CE) arguably   &#x0D;  spans the greatest historical distance of any major textual collection today. While we might   &#x0D;  hope that the size and historical reach of this collection can eventually offer insight into   &#x0D;  grand questions such as the evolution of a language over both time and space, we must contend   &#x0D;  as well with the noise inherent in a corpus that has been assembled with minimal human intervention.",,"David Bamman, David Smith",Journal,Journal of Computing and Cultural Heritage,http://nlp.perseus.tufts.edu/docs/etc/jocch.pdf,Preprint of article under review.,,,,Extracting Two Thousand Years of Latin from a Million Book Library,2012
1170,FA-53332-07,Adapted from from a chapter in my book.,,David Suisman,Magazine,Humanities,,,Natl. Endowment for the Humanities,,,Black Swan Rising,2010
1176,FT-52963-04,"The media firestorm that followed Harriet Beecher Stowe's exposé of Lord Byron's supposed incest (which she first detailed in an 1869 Atlantic Monthly article and later in the book Lady Byron Vindicated [1870]) provides an apt cultural site for analyzing the intersections among notions of authorship, moral authority, and literary value in the second half of the nineteenth century. Noting that a significant strain of commentary on the scandal sought to separate Byron's literary genius from the matter of his personal behavior, Ryan argues that this case study allows us to situate the declining relevance of authorial character to the question of literary valuation rather earlier in the century than scholars have typically claimed. More significantly, the Stowe/Byron scandal prefigures the unevenness and contestation that would accompany that development as well as the degree to which it would be complicated by the very identity categories and political investments that such a text-centered approach seems intent on eliding.  Ryan goes on to claim that book advertisements and other archival sources support the claim--advanced by both nineteenth-century commentators and twentieth-century scholars--that the scandal enhanced Byron's status and sales. The ensuing damage to Stowe's career, on the other hand, has been much exaggerated. The article concludes by exploring the critical and pedagogical tensions that authorship's reputational economies still engender.",,Susan M. Ryan,Journal,American Literature,,,Duke Univ Press,,,"""Stowe, Byron, and the Art of Scandal""",2011
1180,FT-54229-06,"The first major English language article on Maria Knebel and her promotion of Stanislavsky's last technique, Active Analysis.",,"Carnicke, Sharon Marie",Other,"Alison Hodge, ed. Actor Training.",,,London: Routledge,,,The Knebel Technique: Active Analysis in Practice,2011
1181,FT-54229-06,"An examination of the censorship that surrounded the Russian language editions of Michael Chekhov's books on acting, as edited by Maria Knebel who incorporated Chekhov's acting techniques into Stanislavsky's Active Analysis.",,"Carnicke, Sharon Marie",Other,"Marie-Christine Autant-Mathiew, ed. Mikhaïl Tchekhov/Michael Chekhov: De Moscou à Hollywood, Du théâtre au cinéma ",,,Paris: L’Entretemps,,,Mikhaïl Tchekhov et Maria Knebel: Une relation tributaire de l’éloignement politique,2009
1188,GL-50634-05,Overview and history of the Louisiana Endowment for the Humanities' PRIME TIME FAMILY READING TIME award winning literacy program.,,"Linda Parker Langley, Dianne Brady, Michael Sartisky",Journal,Public Libraries,,,Public Library Association a division of the American Library Association,,,Family Literacy in Action,2001
1190,FB-37635-02,"J.S. Furnivall in his influential account of the impact of British rule in Burma argues that British officials laid down a Liberal administration that exposed the colony to market forces, monetized the economy and devastated communities. However, there is little evidence that British administrators actually thought in Liberal terms: they relied heavily on institutions inherited from the Burmese monarchy, and when they introduced new administrative methods they were drawn from other parts of British India and only indirectly influenced by Liberalism. Furnivall's view of the ideological origins of British administration in turn distort his reading of the impact of British rule, as illustrated by recent work on the pre-colonial economy showing that it was in fact more monetized and commercialized than Furnivall claims. If his account of the pre-modern economy is not viable, Furnivall's claims about the impact of British colonialism in Burma demand reevaluation.",,Neil A. Englehart,Journal,Modern Asian Studies,,,,,,Liberal Leviathan or Outpost of Empire? J.S. Furnivall on Colonial Rule in Burma,2011
1191,FB-37635-02,"Although norms are important in various schools of international relations theory, there has been relatively little effort to integrate their various uses of the term. Here I seek to bring together the Constructivist use of norms based on individual human agency with the English School's concept of solidarism. This perspective helps make sense of the expansion of international society, a point demonstrated through a study of the apparently anomalous case of Siam, which achieved sovereignty without developing significant military power. Siamese elites were able to gain inclusion in international society by enacting solidarism with European conceptions of ‘civilized' behavior and using European conceptions of class to trump preconceptions about race.",,Neil A. Englehart,,European Journal of International Relations,,,,,,"Representing Civilization: Ornamentalism, Solidarism and Siam’s Entry into International Society",2010
1192,FB-37635-02,"Although northern Thailand has experienced both ethnic discrimination and resource conflicts, neither has produced significant organised violence. The relative absence of ethnically mobilised natural resource conflict in northern Thailand is due in part to the historical pattern of state formation, and in part to the Thai state's capacity to deter and mediate conflicts before they escalate into organised violence.",,Neil A. Englehart,,Asia Pacific Viewpoint,,,,,,Resource Conflict and Ethnic Peace in Northern Thailand,2008
1193,FB-37635-02,The US and the EU employ sanctions to encourage regime change in Burma. This policy ignores serious problems of state capacity that impede a transition to democracy and would plague any transitional regime. Engagement with the current regime on issues of state capacity would improve the chances for a transition.,,Neil A. Englehart,,Asian Survey,http://www.worldcat.org/title/is-regime-change-enough-for-burma-the-problem-of-state-capacity/oclc/774925743&amp;referer=brief results,Worldcat Entry,,,,Is Regime Change Enough For Burma? The Problem of State Capacity,2005
1197,FT-46981-02,"Several prominent attacks on the objects of 'folk ontology' argue that these would be omitted from a scientific ontology, or would be 'rivals' of scientific objects for their claims to be efficacious, occupy space, be composed of parts, or possess a range of other properties. I examine these arguments and argue that they share a common problem: applying conjunctive principles to cases in which the claims conjoined are not analytically independent. This unified diagnosis provides a way of defending ordinary objects against these common objections, while also yielding warnings about certain uses of general conjunctive principles.",,Amie L. Thomasson,Journal,"Philosophical Quarterly ",,,Blackwell,,,Metaphysical arguments against ordinary objects,2006
