18039,PJ-50106-13,"Pamela A. McClanahan, Digital Projects Librarian at University of Maryland Libraries and Project Manager for the Historic Maryland Newspapers Project (HMNP) will provide an introduction to the Maryland newspaper collection from the Chronicling America newspaper database at Library of Congress. HMNP is the Maryland state awardee of the National Digital Newspaper Program (NDNP), a partnership between Library of Congress and National Endowment for the Humanities, and selects and digitizes newspapers published in the state of Maryland to be made freely accessible on the Chronicling America website. HMNP has been digitizing newspapers since 2012 with an emphasis on diverse titles and includes newspapers from throughout the state from the mid-19th to mid-20th century. McClanahan will share her interest going forward to analyze data about the newspaper title selections, as well as the text of the collections to better understand representation and themes in the Maryland newspapers.",Pamela McClanahan,,08/12/2020,https://wp.towson.edu/tcal/chronicling-america-and-the-historic-maryland-newspapers-project/,"Link to conference session webpage to access to abstract, recorded presentation for the virtual conference, and the presentation transcript.",,,"Pamela A. McClanahan, Digital Projects Librarian at University of Maryland Libraries and Project Manager for the Historic Maryland Newspapers Project (HMNP) will share research conducted on the Maryland newspaper collection from the Chronicling America ne"
18059,FEL-257901-18,"The core of Zimmerman's picture posits an inverse correlation between an action's automaticity and belief's role in the action's execution. This proposal faces serious problems. First, high-attention, high-control actions don't seem to heighten awareness of one's beliefs. Second, low-attention, low-control actions are caused by the same states at play when executing high-attention, high-control actions, in which case there is no ontological difference in the states involved in these behaviors. Third, on Zimmerman's view it is unclear what it is for a state to be involved in behaviors at all, as the basic realist response—that beliefs cause behavior—is unavailable to a Zimmerman-style pragmatist. Lastly, if Zimmerman's view were right and low-level behaviors weren't caused by beliefs, then we should turn our attention to those states instead, as most of our behavior isn't executed under conditions of high control and attention.",Eric Mandelbaum,Pacific Division Meeting of the American Philosophical Association,4/18/19,,,,,Assimilation and Control: Belief at it's Lowest Level
18060,FEL-257901-18,"Belief storage is often modeled as having the structure of a single, unified web. This model of belief storage is attractive and widely assumed because it appears to provide an explanation of the flexibility of cognition and the complicated dynamics of belief revision. However, when one scrutinizes human cognition, one finds strong evidence against a unified web of belief and for a fragmented model of belief storage. This article then uses the best available evidence from cognitive science to develop this fragmented model into a nascent theory of the cognitive architecture of belief storage.",Eric Mandelbaum,Technical University Dortmund,10/7/2019,,,,,The Fragmentation of Belief
18061,FEL-257901-18,"Belief storage is often modeled as having the structure of a single, unified web. This model of belief storage is attractive and widely assumed because it appears to provide an explanation of the flexibility of cognition and the complicated dynamics of belief revision. However, when one scrutinizes human cognition, one finds strong evidence against a unified web of belief and for a fragmented model of belief storage. This article then uses the best available evidence from cognitive science to develop this fragmented model into a nascent theory of the cognitive architecture of belief storage.",Eric Mandelbaum,University of Michigan Cognitive Science Colloquium,4/4/19,,,,,The Fragmentation of Belief
18062,FEL-257901-18,"Belief storage is often modeled as having the structure of a single, unified web. This model of belief storage is attractive and widely assumed because it appears to provide an explanation of the flexibility of cognition and the complicated dynamics of belief revision. However, when one scrutinizes human cognition, one finds strong evidence against a unified web of belief and for a fragmented model of belief storage. This article then uses the best available evidence from cognitive science to develop this fragmented model into a nascent theory of the cognitive architecture of belief storage.",Eric Mandelbaum,"Logos, University of Barcelona Department Colloquium",11/28/19,,,,,The Fragmentation of Belief
18063,FEL-257901-18,"Belief storage is often modeled as having the structure of a single, unified web. This model of belief storage is attractive and widely assumed because it appears to provide an explanation of the flexibility of cognition and the complicated dynamics of belief revision. However, when one scrutinizes human cognition, one finds strong evidence against a unified web of belief and for a fragmented model of belief storage. This article then uses the best available evidence from cognitive science to develop this fragmented model into a nascent theory of the cognitive architecture of belief storage.",Eric Mandelbaum,"Centre for Philosophical Psychology, University Antwerp, Department Colloquium",11/27/19,,,,,The Fragmentation of Belief
18064,FEL-257901-18,"Propaganda is all around us, and has been for a long, long time.  As such, it might seem like the current scare about propaganda is a bit of a parochial moral panic. In this talk I address two questions: 1) Is propaganda inherently bad, so bad that we shouldn't engage in it? And 2) Is the problem of propaganda getting worse? I bring relevant results from cognitive science--both classic and brand new--to bear on these questions, which turn out to be intimately related. In the end, I suggest that we are in a particularly peculiar moment, one that is truly different than any other in history and causes a special type of sui generis Epistemic Chaos.",Eric Mandelbaum,"Institute of Philosophy, University of London",11/13/18,,,,,Epistemic Chaos
18065,FEL-257901-18,"What is the most parsimonious model of the mind? Historically, associationism has played this role, positing one mental process (the ability to associate, e.g., Ideas, or stimuli and responses) and one sort of structure (mere associative links). By using the simplest model possible, associationists gain a rhetorical edge by having parsimony on their side. But being so bare-boned has its consequences: a truly parsimonious associationism cannot account for more contemporary ""associative"" models. Thus modern ""associative"" models end up being no more ontologically parsimonious than their rivals. In which case associationism faces a dilemma: either it is truly simple, but also descriptively inadequate, or it is not ontologically parsimonious and thus is no better off than rival theories which posit propositional structure.",Eric Mandelbaum,"Varieties of Minds, University of Cambridge",7/7/18,,,,,The Simplest Model of Mind
18095,PW-259116-18,"Brief presentation on challenges to supporting Mixtec-language transcription activities during the organized panel ""Challenges to Transcription in Languages other than English"".",Ryan Sullivant,Digital Frontiers,2019-09-27,https://docs.google.com/presentation/d/1gWnRQ4euQO xWLGWfwlAwT7YTlINCOpkcQ-rhoInDHs/edit?usp=sharing,Public Google Slides link,,,Transcribe AILLA: Making Digital Texts and Datasets from Mixtec Manuscripts
18219,AKA-265769-19,"Arts and humanities have often been an afterthought in STEM education. Developments with STEAM (Art), STREM (Reading), and STEMM (Music) have tried to address this by adding arts and humanities into STEM to increase problem solving, innovation, or creativity. This supplement leaves out many of the soft-skill development that arts and humanities provide. In a change of this approach, the Honors College at Texas Tech University has developed humanities-driven STEM courses that use arts and humanities as the basis of discussion of human progress and supplements with STEM principles through scientific discovery and engineering advancement. These courses have been instituted within a first-year experience program. Analysis of these courses and discussion of student and instructor feedback will be provided.","John Carrell, Aliza Wong",2019 AACU Transforming STEM Higher Education,11/08/2019,http://www.aacu.org/sites/default/files/files/stem19/2019%20AACU%20STEM%20Program%20-%20Final.pdf,PDF of Conference Schedule with presentation abstract,,,Humanities-Driven STEM: &#x0B;A New Approach for STEM &amp; the Liberal Arts
18096,PW-259116-18,"Some Mixtec varieties of the Coastal dialect group (Josserand 1983) are relatively vital and have been documented and described, whereas others are not. One of these, Tu'un Savi, or Tututepec Mixtec, is spoken by relatively few people and has not been well-studied, even though history suggests it may have been influential in the past. The town of San Pedro Tututepec is built on the former capital of the Mixtec-speaking Yuku Dzaa empire that controlled much of the coastal region of what is now Oaxaca from the Late Post-Classic period until after the Conquest (Spores 1993). This paper presents a brief sketch of Tututepec Mixtec as represented in historical and archival sources with an eye to identifying traits that distinguish it from other Coastal Mixtec languages that are more prominent in the literature. In particular, evidence will be shown pointing to Tututepec Mixtec sharing more features with Chayuco Mixtec (Pensinger 1974)  than with other nearby Mixtec languages such as Jamiltepec and San Juan Colorado Mixtec (Johnson 1988; Stark, Johnson &amp; Lorenzo 1986). These sources include a wordlist (Belmar 1902; Sullivant 2015) and responses to linguistic surveys undertaken in the 1970s (Josserand n.d.). This sketch of Tututepec Mixtec will identify phonological, morphological, and lexical traits of the language that will be useful for the study of the historical development of the Mixtec languages and variation across the Coastal Mixtec languages.  It is hoped that this initial sketch made possible by studies of previously collected by underanalyzed data will draw attention to this language and its position in the constellation of Mixtec languages of the Coastal group and possible historical influence across Oaxaca's Pacific coast. This work has the potential to bring attention to the Tu'un Savi speech community of Tututepec and may spur further research on this language or other languages it may have been in contact with it historically.",Ryan Sullivant,Society for the Study of the Indigenous Languages of the Americas,2020-01-03,https://docs.google.com/presentation/d/1cWn3jHA6cMFjONgfuVmQVpIzDVjl6JpCb LOUIC3nQ0/edit?usp=sharing,Public Google Slides link,,,A sketch of Tututepec Mixtec based on 20th century historical sources
18109,RQ-260871-18,"Sounding Spirit is a collaborative research lab and publishing project that demonstrates the importance of sacred texts to the singers and communities who shape American music history and experience. This sectional will highlight the impact and legacy of five significant tunebooks in the Sounding Spirit series: Cherokee Singing Book (1846); The Story of the Jubilee Singers with Their Songs (1875); Class, Choir, and Congregation (1888); Soul Echoes, No. 2 (1909); and Original Sacred Harp (1911). These volumes represent periods, places, and genres that illustrate the importance of vernacular songbooks to American sacred music. These tunebooks also document dynamic encounters among white, black, and native communities whose singing and worship are often represented as discrete. In addition to sharing selections from these songbooks, Sounding Spirit editor-in-chief Jesse P. Karlsberg will co-present with the project's volume editors on the significance of gospel, spirituals, and shape-note songbooks to both the history and practice of sacred song. Participating volume editors include senior scholars and worship leaders Drs. Meredith Doster (Emory University), Sandra Graham (Babson College), Kevin Kehrberg (Warren Wilson College), and Sara Snyder (Western Carolina University).","Jesse P. Karlsberg, Meredith Doster, Sandra Graham, Kevin Kehrberg, Sara Snyder Hopkins",The Hymn Society,06/25/2020,https://www.youtube.com/watch?v=MQp9ZF8AfxU,Video Presentation,,,Sounding Spirit: Tunebooks and Sacred Songs from the US South
18123,RZ-249825-16,This presentation examined the use of text analysis tools in relation to text encoding.,Sarah Connell,Chicago Colloquium for Digital Humanities and Computer Science,11/10/2019,https://voices.uchicago.edu/dhcs2019/program/,URL for conference program,,,Textual Re-Modeling: TEI Transformation for Word Embedding Models
18124,RZ-249825-16,This presentation discussed the digital edition of Mary Moody Emerson's Almanacks being jointly produced by its editors and the Women Writers Project; the Almanacks served as an important pilot for encoding complex intertextual gestures within manuscript commonplace books.,"Noelle Baker, Sarah Connell",American Literature Association,5/25/2019,http://americanliteratureassociation.org/wp-content/uploads/2019/05/ALA-Boston-2019-30th-Annual-Conference-FINAL.pdf,URL for the conference program,,,Mary Moody Emerson’s Almanacks and Women Writers Online: A Casebook on Collaboration.
18125,RZ-249825-16,"This presentation discussed the encoding of the the WWP's digital edition of the Almanacks of Mary Moody Emerson, which served as a pilot for representing complex intertextual gestures in manuscript commonplace books.",Sarah Connell,54th International Congress on Medieval Studies (Kalamazoo),5/9/2019,https://wmich.edu/sites/default/files/attachments/u434/2019/medieval-congress-program-2019.pdf,URL for the full conference program,,,‘How dangerous—sd any thing be ommitted!!!!’: Editing and Encoding the Almanacks of Mary Moody Emerson.
18126,RZ-249825-16,Mapping of intertextual historiographic discourse. No formal abstract available.,Sarah Connell,Sixteenth Century Society and Conference,10/26/2017,,,,,Addicted to the Reading of History: Mapping Historiographic Discourse in Women Writers Online
18127,RZ-249825-16,"Intertextual Networks is an initiative of the Women Writers Project (WWP) at Northeastern University aimed at exploring and theorizing the representation of intertextuality, with a focus on the citation and quotation practices of the authors represented in the WWP's digital collection, Women Writers Online (WWO). The WWP's work on Intertextual Networks incorporates several strands: focused projects conducted by individual research collaborators; sustained examination of the modalities of intertextuality as revealed by the work of our staff and collaborators; and a large-scale encoding project creating a bibliography of all the texts named or quoted in WWO, linking the texts in that bibliography with their occurrences in the WWO corpus, and substantially expanding the encoding of intertextual phenomena in our textbase. In this paper, we will discuss the aims and methods of the project, offering models for encoding complex intertextual features and setting out some processes for the systematic application of additional markup to an existing corpus. We will also consider the implications of this project for the larger ecology of digitized collections focused on gender and on women's writing.","Sarah Connell, Julia Flanders",Digital Humanities 2017,8/10/2017,https://dh2017.adho.org/abstracts/255/255.pdf,URL for conference abstract,https://dh2017.adho.org/,URL for conference web site,Intertextual Networks: Theorizing and Encoding Textual Connections in Early Women’s Writing
18128,RZ-249825-16,"This presentation discussed the WWP's use of digital text markup in relation to research on Margaret Cavendish, including the WWP's marking of intertextual reference and self-reference in Cavendish's work.",Sarah Connell,International Margaret Cavendish Society Conference,6/22/2017,https://856d1722-b008-4d1b-9e3f-5905946ab1f7.filesusr.com/ugd/5c3fb8 dd42d7e054f54c6185b6c9ab7c1167c6.docx?dn=Cavendish%20Schedule%202017-2.docx,URL for conference program (Word document),https://www.margaretcavendishsociety.org/past-conferences,"URL for list of Cavendish Society conferences, including the cited conference,",‘The Text is Variety’: Contextualizing and Analyzing the Works of Margaret Cavendish with Text Encoding.
3570,HD-51836-14,"Addressing music notation segments is central to many kinds of musicological discourse; references vary in scope and precision, such as ""the measures two and three"" or a more generic ""the timpani in the opening bars of the Overture"". Prompted the growing number of digitized music scores, this paper seeks to answer such questions as (1) how can one virtually ‘circle' music notation? and (2) how can a machine interpret this ‘circling' to retrieve music notation? &#x0D; The paper introduced the EMA project goals.",Raffaele Viglianti,Music Encoding Conference,05/22/2014,http://music-encoding.org/archive/schedule2014,Conference schedule,,,Music Notation Addressability
3635,FB-56886-13,"Jane Addams's 1909 book, The Spirit of Youth and the City Streets, is puzzling in some ways. James Weber Linn, Addams's biographer, writes, ""Of all her books [it was] the nearest to her heart"" (178). But why? Even the analogy upon which the book's argument rests sounds odd: Working class youth can serve the same function of vitality and renewal for themselves and adults, as the arts currently serve for the middle and upper classes. To explain the analogy and show why it spoke so powerfully to her readers and herself, I will set the book in context and show how Addams constructed the analogy using then current theories of child development and aesthetics. While these theories are now out-dated, the book can still serve as a model for interdisciplinary investigations.",Marilyn Fischer,Midwest Pragmatist Study Group,09/28/2014,,,,,"Science and Art Converge in The Spirit of Youth"""
3640,FA-57763-14,"For generations, Black communities of the South Pacific have struggled against environmental racism. Across the region, slavery, ""black birding,"" genocide, political incarceration, sexual abuse, stolen generations, police brutality, whitening, violence, colonialism and ecological devastation were household names as common as breadfruit, sandalwood, canoes and cassava. From the 1960-80s, Black women across captured lands such as Australia, Aotearoa, Fiji, Vanuatu and New Caledonia battled these scourges through Black Power, decolonization and women's movements. In struggle, they raised arms, consciousness, rifles, liberation flags, families, questions about gender, spirits, instruments, solar panels, farms, cups of kava, resources, deities, voices and pens alike.&#x0D; &#x0D; In the 1970s, Pacific nuclear testing struck at the heart of these issues. In giving birth to deformed ""jelly fish babies,"" Black women felt the full weight of the crippling effects of radiation exposure. In 1975, they responded via the Nuclear Free and Independent Pacific Movement (NFIP). NFIP clearly recognized the connections between colonialism and ecological injustice—the jellyfish baby makers tested nuclear weapons in the region because colonized Black people populated it. As such, the region could only become environmentally healthy by regaining political sovereignty. Evoking the name of a Tongan war club, NFIP's newspaper Povai became a regional voice for decolonization. While forging relationships with counterparts across the Atlantic and Indian worlds, these freedom fighters were harassed and subjected to intense surveillance. Their experiences and critiques of feminism are critical to understanding Africana ideas about liberation, the environment, mothering and sovereignty.",Quito Swan,National Council on Black Studies Conference,05/05/2014,,,,,"Battling the Jelly Fish Baby Makers: Black Women, Black Power and the Nuclear Free and Independent Pacific Movement"
3641,FA-57763-14,"Pauulu's Diaspora is focused on Black Power, decolonization and environmental justice in the South Pacific (1960-1970s) through the experiences of Roosevelt ""Pauulu"" Browne. An ecological engineer from Bermuda, Browne was critically involved in indigenous political struggles in the Pacific and the spread of Black Power, inviting Black activists from the region to Atlanta's Congress of African Peoples (1970) and Tanzania's Sixth Pan-African Congress (1974). Across southern hemispheric archipelagos and crossroads, Browne forged relationships with artists, exiles and activist scholars. Ships, airports, villages, immigration depots, planes, buses, railway stations and street corners served as dynamic hubs where boundaries of race, power, class, colonialisms, identity, nationalisms, gender and ethnicity could be intensified and transformed. ""Pauulu's Diaspora"" shows how these mobile metropoles and travel spaces have historically functioned as dynamic sites of knowledge production, political transformation and Diaspora creation.",Quito Swan,"Immigration, Displacement and  Movements of People of African descent: Renegotiating Identities,  Languages and Public Policy",02/27/2015,,,,,"Pauulu’s Diaspora: Black Power, Crossroads and the South Pacific"
3653,FB-56886-13,"Placed side by side, James's A Pluralistic Universe and Addams's Twenty Years at Hull-House seem to have little in common. James's critique of absolute idealism is written for intellectuals comfortable with philosophical abstractions. Twenty Years is full of stories about the lives of poor people and immigrants. Yet the two book echo each other. I will give a reading of Twenty Years as a presentation in real time of James's pluralistic universe, with both form and contents conveying the ""essential provisionality"" of experience in James's ""strung-along"" universe. I will then show how in Twenty Years sympathy and memory serve as wires upon which the universe is strung.",Marilyn Fischer,"Society for the Advancement of American Philosophy Annual Conference, 2015",03/08/2015,,,,,A Pluralistic Universe in Twenty Years
3665,FB-57633-14,"Italian opera in the late nineteenth century increasingly became identified in the United States as a musical-theatrical option that was elite and exclusive, especially as the nouveau riche of the 1870s and 1880s embraced opera as an opportunity for the ostentatious display of wealth. Middle-class Americans—who had happily and regularly patronized opera performances from the 1840s through the 1860s—were increasingly alienated by these ""aristocratic"" pretentions. The American prima donna Emma Abbott recognized this when she returned from Europe in 1876 following several years of musical training. Thoroughly educated in the Italian school of operatic performance in Milan and Paris, Abbott realized that many middle-class Americans still wished to support opera in English, and she decided to address that need. She created a public persona that resonated with the American public: as a moral and upstanding Christian, an apple-pie and approachable American from the heartland (with roots in Yankee New England), and a singer who gave her audiences what they wanted, which was the Italian repertory in translation, performed well but unpretentiously, and offered at affordable prices. The astonishing success of her company (1879-1891) is a little-known but important story of the creation of a middle-class audience for continental opera in the United States that helps us to understand better American musical culture (in general) during the 1870s and 1880s.",Katherine K. Preston,"Musicology/Muisc Theory Colloquium, School of Music, University of Iowa",03/20/2015,,,,,"“’America’s Prima Donna’: Emma Abbott and Popular Opera in 1880s America"" "
9782,PW-51517-14,N/A,Carl Stahmer,"Digital Antiquarian Conference, American Antiquarian Society, Worcester, MA",5/5/2015,,,,,Modes and Methods of 21st Century Bibliography
9783,PW-51517-14,N/A,Carl Stahmer,"Annual Conference of the Shakespeare Association of America, “Form, Complexity, and Computation” Seminar, Vancouver, BC",5/10/2015,,,,,Humanistic Content Based Image Recognition
3666,FB-57633-14,"Most Americans of the 21st century think of opera as musical theatre for snobs: expensive, exclusive, elite.  But in the 1880s there were American singers who fought this image and mounted English-language opera as popular theatre. Emma Abbott, a native of Peoria Illinois, was the most successful. She was trained in Italy but returned home to sing in English because, she said, ""that's what the people want.""  Abbott used her family's deep New England roots, her ""girl-next-door"" persona, Yankee characteristics of pluck, hard work, and determination, and desire to please her audiences to sell opera as American popular entertainment. And she succeeded wildly: known as ""the people's prima donna,"" she was the 19th century equivalent of a rock star. She died a multi-millionaire in 1891.",Katherine K. Preston,"Tack Faculty Lecture (the College of William and Mary), 	Kimball Theatre, Williamsburg, Virginia",04/22/2015,,,,,"“An American Prima Donna and Apple-Pie Opera”  "
3667,FB-57633-14,"This talk is an examination of the rich operatic cultural exchange between the United States and Great Britain during the late nineteenth century. My focus will be a little-known English-opera movement that flourished in America during the second half of the century, starting with the revival of English opera in the immediate post-war period. Significant changes in the American opera audience (as a direct result of the economic crisis of the 1870s) helped to set the stage for the significant English-opera movement that emerged in the 1880s, the heyday of English-opera performance in the United States. I will examine in some detail several important troupes, including the Caroline Richings, Euphrosyne Parepa Rosa, Clara Louise Kellogg, Emma Abbott, and Boston Ideals opera companies. The repertories of the final two troupes illustrate the two most popular strands of vernacular opera during the 1880s: the Abbott company performed translations of continental works (as well as some operas written in English); the Ideals relied on comic opera and operetta (in particular the extraordinarily popular works of Gilbert and Sullivan). These companies—and scores of other English-language troupes active in America during this period—featured singers (including Americans) who were active on both sides of the Atlantic; they also attracted non-elite middle-class American audiences with repertories that likewise represent a shared trans-Atlantic culture. &#x0D; &#x0D; ",Katherine K. Preston,"Keynote lecture in “Wandering Minstrels: the Rich and Diverse History of Travelling Opera in Britain and Beyond,” The Royal Academy of Music, London, England,",10/28/2013,,,,,"“Trans-Atlantic Opera: English Opera Companies in Late 19th-Century America and Great Britain” "
3668,FB-57633-14,"The late 19th-century American audience for Italian opera was increasingly identified with the wealthy, especially as the nouveau riche of the 1870s and 1880s embraced opera as an opportunity for the ostentatious display of wealth. Middle-class Americans—who had strongly patronized opera performances from the 1840s through the 1860s—were increasingly alienated by these ""aristocratic"" pretentions. The American prima donna Emma Abbott recognized this when she returned from Europe in 1876.  Thoroughly trained in the Italian school in Milan and Paris, Abbott realized that Americans yearned for opera in English, and she determined to meet that need. She created a public persona that resonated with the American public: a moral and upstanding Christian woman, an apple-pie and unpretentious American woman from the heartland (with roots in Yankee New England), and a singer who gave her audiences what they wanted: the Italian repertory in translation. The astonishing success of her company (1879-1891) is a little-known but important story of Italian-opera reception in late-century America.",Katherine K. Preston,"17th Biennial International Conference on 19th-Century Music,” Edinburgh, Scotland, ",06/20/2012,,,,,"“‘Opera as Popular Culture: the Creation of a Middle-Class Opera Audience in 1880s America’  in themed 	session ‘Beyond the Opera House: Perception of the Nineteenth-Century Prima Donna in Multiple 	Contexts” "
3682,HD-51728-13,"Texts propagate through many social networks and provide evidence for their structure. We describe and evaluate ef- ficient algorithms for detecting clusters of reused passages embedded within longer documents in large collections. We apply these techniques to two case studies: analyzing the culture of free reprinting in the nineteenth-century United States and the development of bills into legislation in the U.S. Congress. Using these divergent case studies, we eval- uate both the efficiency of the approximate local text reuse detection methods and the accuracy of the results. These techniques allow us to explore how ideas spread, which ideas spread, and which subgroups shared ideas.","David A. Smith, Ryan Cordell, Elizabeth Maddock Dillon, Nick Stramp, John Wilkerson",IEEE/ACM Joint Conference on Digital Libraries,09/08/2014,http://www.ccs.neu.edu/home/dasmith/infect-dl-2014.pdf,Institutional repository,,,“Detecting and Modeling Local Text Reuse”
3687,HD-51728-13,Texts propagate among participants in many social networks and provide evi- dence for network structure. We describe intrinsic and extrinsic evaluations for algo- rithms that detect clusters of reused pas- sages embedded within longer documents in large collections. We explore applica- tions of these approaches to two case stud- ies: the culture of free reprinting in the nineteenth-century United States and the use of similar language in the public state- ments of U.S. members of Congress.,"Shaobin Xu, David A. Smith, Ryan Cordell, Abby Mullen",Joint Workshop on Social Dynamics and Personal Attributes in Social Media,06/27/2015,http://www.aclweb.org/anthology/W/W14/W14-2707.pdf,Publication in conference proceedings,,,Detecting and Evaluating Local Text Reuse in Social Networks
3688,HD-51728-13,"Texts propagate through many social networks and provide evidence for their structure. We present effi- cient algorithms for detecting clusters of reused pas- sages embedded within longer documents in large collections. We apply these techniques to analyzing the culture of reprinting in the United States before the Civil War. Without substantial copyright enforcement, stories, poems, news, and anecdotes circulated freely among newspapers, magazines, and books. From a collection of OCR'd newspapers, we extract a new cor- pus of reprinted texts, explore the geographic spread and network connections of different publications, and analyze the time dynamics of different genres.","David A. Smith, Ryan Cordell, Elizabeth Maddock Dillon",Workshop on Big Humanities,10/09/2013,http://www.ccs.neu.edu/home/dasmith/infect-bighum-2013.pdf,Publication in Conference Proceedings,,,Infectious Texts: Modeling Text Reuse in Nineteenth-Century Newspapers
3691,HD-51728-13,"Conference presentation on the genres uncovered in the Viral Texts project which might be categorized as ""information literature"": lists, tables, recipes, scientific reports, trivia columns, and so forth.",Ryan Cordell,Modern Language Association Convention,01/09/2015,http://ryancordell.org/mla/many-facts-in-small-compass-information-literature-in-c19-newspapers-mla15-talk/,Posted on Cordell's research blog,,,‘Many Facts in Small Compass’: Information Literature in C19 Newspapers
10982,EH-50075-06,"Presented at the conference ""Flannery O'Connor and Other Southern Women Writers"" at Georgia College in Milledgeville, GA.",Jacqueline Zubeck,,9/18/2015,,,,,"""The Craft of Character"""
10983,EH-50075-06,"Presented at the conference ""Flannery O'Connor and Other Southern Women Writers"" at Georgia College in Milledgeville, GA.",Carole K. Harris,,9/18/2015,,,,,"""Talking Back: Mary Attaway and Mary Flannery"""
3710,CH-50371-07,Artist and art subject file collections contain important primary source ephemera for art historical research—but what happens when the ephemera are online? The National Museum of Women in the Arts has been web archiving art-related online ephemera using the Internet Archive's Archive-It since November 2011. This case study presents the considerations and challenges of archiving such types of material and provides a foundation for arts institutions to begin more collaborative web archiving.,Heather Slania,ARLIS/NA Annual Conference,4/1/2012,,,,,"Archiving the Contemporary Art Web: Considerations and Challenges  "
3712,CH-50371-07,Archiving art related material online is important for the future of art historical research.,Heather Slania,Archive-It Partner Meeting,11/18/2014,,,,,"Dynamic Content: Archiving Women in the Arts "
3731,HK-50176-14,"Bookworm, developed by the Cultural Observatory, is a tool that visualizes chronological trends in lexical usage within collections of digitized texts with metadata facets. The goal of this collaboration is to implement an enhanced open-source version of Bookworm that will enable culturomic exploration of the corpus of the HathiTrust Digital Library (HTDL), which represents a significant part of mankind's cultural legacy.&#x0D; &#x0D; Project participants include developers of the Google Ngram Viewer. The HT+BW project applies a similar idea to the vast collection of digitized text in the HTDL. The HTDL's metadata is being leveraged for sophisticated trend analysis at a fine level of granularity.&#x0D; &#x0D; The HTDL consists of materials from the holdings of some of the pre-eminent research libraries in the world, and currently consists of over 13 million volumes of digitized text, of which over 4.6 million are in the public domain.","J. Stephen Downie, Erez Lieberman Aiden, Benjamin Schmidt, Robert McDonald, Loretta Auvil, Sayan Bhattacharyya, Colleen Fallaw, Peter Organisciak, Muhammad Shamim",2015 HTRC UnCamp,03/30/2015,https://drive.google.com/file/d/0ByTkFSkY8lF7TkRlNjdQc1o1VGc/view,Poster in .pdf format,,,"HathiTrust + Bookworm (HT+BW): A Collaboration between University of Illinois at Urbana-Champaign, Indiana University, Northeastern University, Baylor College of Medicine, and Rice University"
3734,HK-50176-14,"While large corpora of digitized books provide unprecedented opportunities for novel modes of scholarly inquiry, through computational analysis, into the cultural legacy of mankind as preserved in print media, corpora that include books that are under copyright and cannot be made available to scholars for computational analysis in bulk form, present a special challenge. A second challenge for inquiry in the humanities, is that the interface should provide scholars with tools for both distant and close reading. This panel will consist of four papers that present a complementary set of approaches to this problem, which, individually, provide scholarly users with interfaces to the text data along collection-centric, document-centric, and word/phrase-centric threads of inquiry into the corpus. The first paper will present the underlying cyberinfrastructural approach to this problem as embodied in the non-consumptive approach to scholarly research. The second paper will describe the collection-centric interface to the corpus via the notion of the workset, the customized subset of the corpus, which a scholar gathers, curates, and sustains through version management, and will conceptually describe the data model that can be operationalized into an architecture and interface to support worksets. The third and fourth papers will describe the HTRC-Bookworm and HTRC-Feature-Extraction initiatives, which represent word/phrase -centric and document-centric approaches, respectively, to interfacing with the corpus.","J. Stephen Downie, Beth Plale, Loretta Auvil, Peter Organisciak","2014 Chicago Colloquium on Digital Humanities and Computer Science (DHCS) ",10/23/2014,http://d2i.indiana.edu/node/16544,Event listing with full-length abstract.,,,Panel Discussion: The HathiTrust Research Center
3736,HD-50106-07,Nigeria's oil is transported for export through marshy lands subject to inundation.  The potential for loss of additional coastline disappearance and loss of livelihood is great.,Patricia Seed,"Knowledge Production, University of Western Sydney (Australia)",03/15/2014,,,,,Rising Sea Levels and Oil Production in the Niger Delta
3741,HT-50080-13,"XQuery provides an excellent means for teaching programming to digital humanists because it works seamlessly with their existing XML data, has an elegant and simple core with a well-structured standard library, and can be used in conjunction with XML databases to develop end-to-end web applications. However, current teaching materials for XQuery do not address the needs of digital humanists, presupposing implicit knowledge of programming concepts that they frequently lack. Based on experience teaching XQuery to digital humanists (including alt-ac professionals, archivists, faculty members, graduate students, and librarians) in three distinct settings: a weekly training session for librarians, a graduate seminar on digital humanities, and a two week NEH-supported Institute for Advanced Topics in Digital Humanities, I suggest how the XML community might develop resources to widen the appeal and accessibility of XQuery.",Clifford B. Anderson,Balisage: The Markup Conference 2014,8/8/2014,http://balisage.net/Proceedings/vol13/html/Anderson01/BalisageVol13-Anderson01.html," Proceedings of Balisage: The Markup Conference 2014",,,On Teaching XQuery to Digital Humanists
3753,HD-51709-13,"Some of the earliest witnesses of biblical and related literature leave gaps of illegible text. Technological developments published this year demonstrate capabilities to recover text from erased or damaged manuscripts. In particular, it is possible to distinguish contrasts beyond the color range and precision of the human eye, including ultraviolet and infrared. Additionally, the texture of a manuscript can be mapped such that the corrosion of acidic ink on parchment can be read even if the ink is now missing. This presentation demonstrates the enhanced interactive digital copies of manuscripts now possible and raises the question of avenues for application.",Todd R. Hanneken,Catholic Biblical Association,7/28/2014,,,,,Recent Technological Developments for the Recovery of Text from Unreadable Manuscripts
11731,RZ-230434-15,Roundtable presentation on the project to date,"Max Krochmal, Katherine Bynum, Sandra Enriquez, Todd Moye",Oral History Association,10/14/16,http://www.oralhistory.org/wp-content/uploads/2016/10/OHA-2016-Program.pdf,conference program,,,The Civil Rights in Black and Brown Project
